texts,left,top,height,width,row,center_x,column
31 de diciembre,0.7043459415435791,0.05339895933866501,0.011522449553012848,0.14674511551856995,0,0.7777184993028641,0
Pasivos y patrimonio,0.07825550436973572,0.0716162696480751,0.01710452139377594,0.236049085855484,1,0.19628004729747772,4
2019,0.6770633459091187,0.07265890389680862,0.012870341539382935,0.05003488063812256,1,0.7020807862281799,3
2018,0.8275499939918518,0.07265229523181915,0.013044141232967377,0.050543010234832764,1,0.8528214991092682,2
Pasivo corriente,0.07861348986625671,0.0980452373623848,0.011728051118552685,0.15438750386238098,2,0.1558072417974472,4
Cuentas por pagar comerciales y otras (Nota 15),0.08638743311166763,0.1158866137266159,0.011421065777540207,0.38701796531677246,3,0.27989641577005386,1
$,0.644976794719696,0.11568846553564072,0.010419510304927826,0.011921107769012451,3,0.6509373486042023,3
450.124,0.6986013650894165,0.11615147441625595,0.009245969355106354,0.062349796295166016,3,0.7297762632369995,0
$,0.7958006858825684,0.1157623827457428,0.010238751769065857,0.011364340782165527,3,0.8014828562736511,0
508.999,0.8446682691574097,0.1162072941660881,0.009321518242359161,0.06564569473266602,3,0.8774911165237427,2
Beneficios a empleados (Nota 16),0.08613694459199905,0.13267971575260162,0.011608554050326347,0.2687903940677643,4,0.2205321416258812,1
36.956,0.7045992016792297,0.13324733078479767,0.009515270590782166,0.05607724189758301,4,0.7326378226280212,0
33.609,0.8542047739028931,0.13335515558719635,0.00922885537147522,0.056101083755493164,4,0.8822553157806396,2
Impuestos corrientes (Nota 20),0.08664518594741821,0.15009358525276184,0.011245012283325195,0.24578577280044556,5,0.209538072347641,1
50.925,0.7058529257774353,0.15014103055000305,0.009526446461677551,0.054515302181243896,5,0.7331105768680573,0
50.970,0.8565986752510071,0.15024253726005554,0.009325563907623291,0.05406594276428223,5,0.8836316466331482,2
Obligaciones con el publico (Nota 14),0.08583945780992508,0.1677907109260559,0.011728943325579166,0.2993394434452057,6,0.23550917953252792,1
4.876,0.7154396176338196,0.16828618943691254,0.009570643305778503,0.045315682888031006,6,0.7380974590778351,0
4.569,0.8651157021522522,0.16838383674621582,0.009149551391601562,0.045710742473602295,6,0.8879710733890533,2
Obligaciones financieras (Nota 12),0.08598186820745468,0.1848496049642563,0.011674691922962666,0.2742529511451721,7,0.22310834378004074,1
35.875,0.7058265805244446,0.185161292552948,0.009445160627365112,0.05475527048110962,7,0.7332042157649994,0
100.000,0.8469054698944092,0.18544802069664001,0.009231701493263245,0.0635715126991272,7,0.8786912262439728,2
Obligaciones financieras leasing (Nota 13),0.0856921449303627,0.2018180787563324,0.011846737936139107,0.33597925305366516,8,0.2536817714571953,1
261,0.7304263114929199,0.20236040651798248,0.00931479036808014,0.028616011142730713,8,0.7447343170642853,0
240,0.880342423915863,0.20241215825080872,0.009272903203964233,0.03066849708557129,8,0.8956766724586487,2
Otros pasivos financieros (Nota 18),0.08635259419679642,0.21918337047100067,0.011287790723145008,0.2805405557155609,9,0.22662287205457687,1
3.849,0.7145365476608276,0.21936415135860443,0.009442523121833801,0.04602062702178955,9,0.7375468611717224,0
133,0.8821250200271606,0.21946659684181213,0.009159162640571594,0.02848517894744873,9,0.896367609500885,2
Otros pasivos (Nota 17),0.08643152564764023,0.23713256418704987,0.01177184283733368,0.18730202317237854,10,0.1800825372338295,4
19.814,0.7090681195259094,0.23753678798675537,0.009327054023742676,0.051712989807128906,10,0.7349246144294739,0
23.463,0.8548086881637573,0.23747475445270538,0.009284108877182007,0.055475056171417236,10,0.8825462162494659,2
Pasivos por arrendamiento (Nota 19),0.086692675948143,0.2541050910949707,0.011503923684358597,0.29135996103286743,11,0.23237265646457672,1
54.122,0.7081335186958313,0.2544075548648834,0.009448468685150146,0.05241227149963379,11,0.7343396544456482,0
-,0.8937138915061951,0.25850194692611694,0.0031525790691375732,0.015750229358673096,12,0.9015890061855316,2
Total pasivo corriente,0.10859411209821701,0.2705274820327759,0.013329626061022282,0.20631849765777588,13,0.21175336092710495,1
656.802,0.6869944930076599,0.2709108293056488,0.010070741176605225,0.07338953018188477,13,0.7236892580986023,0
