texts,left,top,height,width,row,center_x,column
Estado de Situacion Financiera,0.10160107165575027,0.05159486085176468,0.025001153349876404,0.577775239944458,0,0.3904886916279793,3
Al 31 de diciembre de 2018 y 2017,0.0995018258690834,0.08322999626398087,0.015315241180360317,0.2924990653991699,1,0.24575135856866837,1
(Cifras expresadas en millones de pesos),0.10027828812599182,0.09921980649232864,0.011187862604856491,0.23326519131660461,2,0.21691088378429413,1
2018,0.713752269744873,0.140455424785614,0.011453524231910706,0.04606831073760986,3,0.736786425113678,2
2017,0.8515199422836304,0.140474334359169,0.01137717068195343,0.0462268590927124,3,0.8746333718299866,0
ACTIVOS,0.11098398268222809,0.1473771035671234,0.010288581252098083,0.06890907883644104,3,0.1454385221004486,4
ACTIVO CORRIENTE,0.10881108790636063,0.18184195458889008,0.011055856943130493,0.15448099374771118,4,0.18605158478021622,4
Efectivo y equivalentes al efectivo (Nota 4),0.10894714295864105,0.19673514366149902,0.01369377039372921,0.3021432161331177,5,0.2600187510251999,1
$,0.6850841641426086,0.19684892892837524,0.012362644076347351,0.0097694993019104,5,0.6899689137935638,2
21.904,0.7353717684745789,0.19848662614822388,0.010467171669006348,0.04798668622970581,5,0.7593651115894318,2
$,0.8284294009208679,0.19705012440681458,0.012552604079246521,0.009338974952697754,5,0.8330988883972168,0
"39,447",0.8811547756195068,0.1985214501619339,0.010364934802055359,0.047849833965301514,5,0.9050796926021576,0
Cuentas comerciales y otras cuentas por cobrar (Nota 5),0.10918743163347244,0.21227113902568817,0.013326693326234818,0.40118569135665894,6,0.3097802773118019,3
206.460,0.7265102863311768,0.21375933289527893,0.010591074824333191,0.05713605880737305,6,0.7550783157348633,2
195.173,0.8732868432998657,0.21380281448364258,0.01050315797328949,0.05592888593673706,6,0.9012512862682343,0
Inventarios (Nota 6),0.10886259377002716,0.22750777006149292,0.012784644961357117,0.14114679396152496,7,0.17943599075078964,4
261.679,0.7264769077301025,0.2286793738603592,0.010658249258995056,0.05665886402130127,7,0.7548063397407532,2
227.582,0.8722965717315674,0.22864320874214172,0.010612249374389648,0.05650407075881958,7,0.9005486071109772,0
Activos por impuestos (Nota 7),0.10843463987112045,0.2425488531589508,0.013348824344575405,0.2212856560945511,8,0.219077467918396,1
58.209,0.735531747341156,0.2439093291759491,0.010536104440689087,0.04794132709503174,8,0.7595024108886719,2
46.412,0.8807892799377441,0.24413003027439117,0.010166242718696594,0.04818445444107056,8,0.9048815071582794,0
Otros activos financieros (Nota 8),0.10914546996355057,0.2574624717235565,0.013100121170282364,0.2376198023557663,9,0.22795537114143372,1
260,0.7565762996673584,0.2594796419143677,0.009761184453964233,0.02685791254043579,9,0.7700052559375763,2
1.676,0.8906266093254089,0.25888189673423767,0.010027080774307251,0.03875863552093506,9,0.9100059270858765,0
Total activos corrientes,0.12639468908309937,0.27302244305610657,0.010779861360788345,0.18461912870407104,10,0.2187042534351349,1
548.512,0.7198894619941711,0.2741817533969879,0.010702788829803467,0.06287813186645508,10,0.7513285279273987,2
510.290,0.865638792514801,0.27427801489830017,0.010588765144348145,0.06315213441848755,10,0.8972148597240448,0
ACTIVO NO CORRIENTE,0.10907761752605438,0.3037053644657135,0.010596787557005882,0.1806509643793106,11,0.1994030997157097,4
Inversiones en asociadas (Nota 9),0.10931699723005295,0.3181002140045166,0.012903671711683273,0.24429157376289368,12,0.2314627841114998,1
0,0.7736624479293823,0.320021390914917,0.009998291730880737,0.009860813617706299,12,0.7785928547382355,2
158,0.9032653570175171,0.319832444190979,0.010215669870376587,0.025586068630218506,12,0.9160583913326263,0
"Propiedades, planta y equipo (Nota 10)",0.10995013266801834,0.33350226283073425,0.013492528349161148,0.28028616309165955,13,0.2500932142138481,1
739.172,0.7269795536994934,0.33481332659721375,0.01057860255241394,0.0566791296005249,13,0.7553191184997559,2
696.197,0.8725982904434204,0.3348223865032196,0.010569334030151367,0.05639290809631348,13,0.9007947444915771,0
Propiedades de inversion (Nota 11),0.10927046090364456,0.3486112356185913,0.013277464546263218,0.2522260248661041,14,0.23538347333669662,1
47.496,0.7356167435646057,0.3501231074333191,0.010381072759628296,0.047887444496154785,14,0.7595604658126831,2
42.726,0.8809491991996765,0.3501128852367401,0.010343730449676514,0.048162758350372314,14,0.9050305783748627,0
Credito mercantil (Nota 12),0.1092342808842659,0.3637791872024536,0.012705880217254162,0.19503389298915863,15,0.20675122737884521,1
9.953,0.7440319657325745,0.3652556538581848,0.01035994291305542,0.03930318355560303,15,0.763683557510376,2
9.953,0.8892040848731995,0.36527392268180847,0.010339856147766113,0.039606332778930664,15,0.9090072512626648,0
Otros activos intangibles (Nota 13),0.10932178050279617,0.37898504734039307,0.013300120830535889,0.24668335914611816,16,0.23266346007585526,1
75.470,0.7362546920776367,0.3803935647010803,0.010448336601257324,0.04705780744552612,16,0.7597835958003998,2
74.667,0.8812342286109924,0.3804025948047638,0.010416865348815918,0.04742246866226196,16,0.9049454629421234,0
Activos por impuestos diferidos (Nota 20),0.10849571973085403,0.393996924161911,0.013364770449697971,0.2959775924682617,17,0.2564845159649849,1
3.008,0.7442851662635803,0.3955416679382324,0.010444402694702148,0.03896874189376831,17,0.7637695372104645,2
3.079,0.8894840478897095,0.3954989016056061,0.010455936193466187,0.03922450542449951,17,0.9090963006019592,0
Otros activos financieros (Nota 8),0.10931272059679031,0.40910279750823975,0.012738373130559921,0.2379985749721527,18,0.22831200808286667,1
93.650,0.7352869510650635,0.4107140898704529,0.010583758354187012,0.04821217060089111,18,0.759393036365509,2
90.183,0.880655825138092,0.41075223684310913,0.01056334376335144,0.04829275608062744,18,0.9048022031784058,0
Total activos no corrientes,0.1263393610715866,0.42465123534202576,0.01081144344061613,0.20857326686382294,19,0.23062599450349808,1
968.749,0.7194038033485413,0.42600688338279724,0.010400831699371338,0.0638960599899292,19,0.7513518333435059,2
916.963,0.865386962890625,0.42605701088905334,0.01040637493133545,0.06306082010269165,19,0.8969173729419708,0
TOTAL ACTIVOS,0.10940680652856827,0.455053448677063,0.010745499283075333,0.12093820422887802,20,0.16987590864300728,4
$ 1.517.261,0.6843576431274414,0.45451804995536804,0.012287376448512077,0.0987439826130867,20,0.7337296344339848,2
$ 1.427.253,0.8277496695518494,0.45442646741867065,0.012419125065207481,0.10021928697824478,20,0.8778593130409718,0
