texts,left,top,height,width,row,center_x,column
Estados Consolidados de Situacion Financiera,0.11628665775060654,0.05113731697201729,0.013422152027487755,0.42458292841911316,0,0.3285781219601631,4
AJ 31 diciembre de,0.6925654411315918,0.07659692317247391,0.007646389305591583,0.09271485358476639,1,0.738922867923975,5
Notas,0.5526332855224609,0.08591858297586441,0.007522955536842346,0.029007792472839355,2,0.5671371817588806,3
2019,0.6549856662750244,0.08568066358566284,0.0073499903082847595,0.024177968502044678,2,0.6670746505260468,0
2018,0.7979933023452759,0.08538763225078583,0.00772055983543396,0.023960530757904053,2,0.8099735677242279,2
(Expresados en miles de Pesos),0.6641865372657776,0.09498506039381027,0.009203887544572353,0.1496691107749939,3,0.7390210926532745,5
Actives,0.11520441621541977,0.10522085428237915,0.007049433887004852,0.03864654153585434,4,0.13452768698334694,1
Actives Corrientes,0.11531597375869751,0.1136661022901535,0.007998297922313213,0.09369838237762451,5,0.16216516494750977,1
Efectivo y equivalentes all efective,0.1232985183596611,0.12253044545650482,0.009173218160867691,0.15563780069351196,6,0.20111741870641708,1
6,0.5641052722930908,0.12221754342317581,0.007262818515300751,0.007513642311096191,6,0.5678620934486389,3
$,0.6064977049827576,0.1218257024884224,0.007811747491359711,0.006781339645385742,6,0.6098883748054504,3
"39,858,861",0.67225182056427,0.1219131201505661,0.008227422833442688,0.052629709243774414,6,0.6985666751861572,0
$,0.749538004398346,0.12191811203956604,0.0073280781507492065,0.006814420223236084,6,0.752945214509964,5
"73,918,708",0.8152704238891602,0.12170464545488358,0.007829122245311737,0.05321991443634033,6,0.8418803811073303,2
Cuentars comerciales por cobrar y otras cuentas por cobrar,0.12317012995481491,0.13125792145729065,0.009131092578172684,0.2698466181755066,7,0.2580934390425682,4
7,0.5644963979721069,0.1309739202260971,0.0071090757846832275,0.0068225860595703125,7,0.5679076910018921,3
"175,196,309",0.6682696342468262,0.13099102675914764,0.008443742990493774,0.0579872727394104,7,0.6972632706165314,0
"166,604,840",0.8109321594238281,0.13080140948295593,0.007632777094841003,0.058050453662872314,7,0.8399573862552643,2
Cuentas comerciales por cobrar a entidades relacionadas,0.12304075062274933,0.14043575525283813,0.008575031533837318,0.26476263999938965,8,0.25542207062244415,4
8,0.5646276473999023,0.1399940848350525,0.007295176386833191,0.0069394707679748535,8,0.5680973827838898,3
"16,589,610",0.6726250052452087,0.13999761641025543,0.007817685604095459,0.05326288938522339,8,0.6992564499378204,0
"14,348,600",0.8158084750175476,0.13996541500091553,0.0077199190855026245,0.0531231164932251,8,0.8423700332641602,2
Inventarios,0.12325993180274963,0.1492934226989746,0.007734954357147217,0.051258787512779236,9,0.14888932555913925,1
9,0.5645807385444641,0.14882199466228485,0.007202759385108948,0.00720137357711792,9,0.5681814253330231,3
"169,980,173",0.6677955985069275,0.1487407684326172,0.008179903030395508,0.05787235498428345,9,0.6967317759990692,0
"153,043,275",0.8114559650421143,0.1485532820224762,0.008151993155479431,0.05740475654602051,9,0.8401583433151245,2
Gastos pagados por anticipado,0.12350203841924667,0.1580074578523636,0.00925298873335123,0.14349615573883057,10,0.19525011628866196,1
10,0.5623378753662109,0.157638818025589,0.007621437311172485,0.012289226055145264,10,0.5684824883937836,3
"3,920,836",0.6782145500183105,0.1575552225112915,0.008067041635513306,0.047950804233551025,10,0.7021899521350861,0
"4,857,216",0.8212228417396545,0.1576760709285736,0.007847517728805542,0.0480005145072937,10,0.8452230989933014,2
Instrumentios financieros derivados,0.12320763617753983,0.16686487197875977,0.007877961732447147,0.16072265803813934,11,0.2035689651966095,1
11,0.5628862977027893,0.16701313853263855,0.007320389151573181,0.010530948638916016,11,0.5681517720222473,3
"137,323",0.688382625579834,0.16664688289165497,0.007698029279708862,0.03721606731414795,11,0.706990659236908,0
-,0.8617748022079468,0.16952155530452728,0.0027379244565963745,0.0069612860679626465,12,0.8652554452419281,2
Activos por impuesios comientes,0.12282144278287888,0.1761959344148636,0.008643753826618195,0.15067285299301147,13,0.1981578692793846,1
31,0.5620120167732239,0.17597033083438873,0.007342055439949036,0.011806845664978027,13,0.5679154396057129,3
"14,965,648",0.6737685799598694,0.17563894391059875,0.008637562394142151,0.052084267139434814,13,0.6998107135295868,0
"2,852,821",0.8204732537269592,0.1752309948205948,0.008035778999328613,0.04717099666595459,13,0.8440587520599365,2
Activos clasificados como mantenidos para la venta,0.12282909452915192,0.18488813936710358,0.008793206885457039,0.23788566887378693,14,0.24177192896604538,4
12,0.5626746416091919,0.18474167585372925,0.007600545883178711,0.012024223804473877,14,0.5686867535114288,3
"14,142,891",0.673723578453064,0.18472805619239807,0.007914870977401733,0.051799774169921875,14,0.6996234655380249,0
"654,438",0.829257607460022,0.18470381200313568,0.00738409161567688,0.03981202840805054,14,0.8491636216640472,2
Total actives corrientes,0.11606168746948242,0.19415190815925598,0.007751718163490295,0.11597832292318344,15,0.17405084893107414,1
"434,771,651",0.6669600605964661,0.19417794048786163,0.008297011256217957,0.058308422565460205,15,0.6961142718791962,0
"416,279,898",0.8104719519615173,0.19388633966445923,0.008304834365844727,0.05822998285293579,15,0.8395869433879852,2
Actives No Corrientes,0.11590833961963654,0.21211640536785126,0.007504969835281372,0.10872305929660797,16,0.17026986926794052,1
Cuentas comerciales por cobrar y otras cuentas por cobrar,0.12312259525060654,0.22088466584682465,0.008817310445010662,0.27028584480285645,17,0.25826551765203476,4
7,0.5649253726005554,0.2200528383255005,0.007695034146308899,0.006855368614196777,17,0.5683530569076538,3
"873,134",0.6868813037872314,0.2204238325357437,0.008375242352485657,0.03865551948547363,17,0.7062090635299683,0
"45,521,662",0.8157937526702881,0.21995288133621216,0.008171498775482178,0.05324822664260864,17,0.8424178659915924,2
Cuentas por cobrar parte relacionadas o asociadas,0.12348292768001556,0.22985032200813293,0.00868791900575161,0.23500341176986694,18,0.24098463356494904,4
8,0.5649281740188599,0.2297140657901764,0.007121682167053223,0.006881773471832275,18,0.568369060754776,3
"36,664,876",0.6726364493370056,0.22946178913116455,0.008204087615013123,0.05365276336669922,18,0.6994628310203552,0
"34,609,185",0.8159511685371399,0.22938531637191772,0.007952660322189331,0.053410470485687256,18,0.8426564037799835,2
Inventarios,0.12335657328367233,0.23847948014736176,0.007505878806114197,0.05128473788499832,19,0.1489989422261715,1
9,0.5650948286056519,0.23841606080532074,0.0071976035833358765,0.007452130317687988,19,0.5688208937644958,3
"6,095,222",0.6780866980552673,0.23812885582447052,0.008097425103187561,0.04773050546646118,19,0.7019519507884979,0
"7,287,179",0.8214851021766663,0.23812541365623474,0.008239418268203735,0.04772692918777466,19,0.8453485667705536,2
inversiones en asociadas,0.12336914241313934,0.24732324481010437,0.007454931735992432,0.11732518672943115,20,0.18203173577785492,1
13,0.563123881816864,0.24701429903507233,0.007399126887321472,0.01189577579498291,20,0.5690717697143555,3
"19,109,032",0.6742416024208069,0.24709530174732208,0.007628843188285828,0.0519748330116272,20,0.7002290189266205,0
"1,026,853",0.8224031329154968,0.2469482421875,0.00774720311164856,0.04699850082397461,20,0.8459023833274841,2
Plusvalia,0.12330273538827896,0.2559462785720825,0.007673352956771851,0.04363646358251572,21,0.14512096717953682,1
14,0.5641091465950012,0.25603675842285156,0.006979435682296753,0.012146413326263428,21,0.5701823532581329,3
"29,022,557",0.6730396151542664,0.25591030716896057,0.007957607507705688,0.05279570817947388,21,0.6994374692440033,0
"28,779,989",0.8163810968399048,0.25580930709838867,0.008038729429244995,0.053296029567718506,21,0.843029111623764,2
Actives intangibles distinios de ta pluswalia,0.12312908470630646,0.26468104124069214,0.0090828537940979,0.19693492352962494,22,0.22159654647111893,4
14,0.5642762780189514,0.2647979259490967,0.007040530443191528,0.011949002742767334,22,0.5702507793903351,3
"63,111,496",0.6738027334213257,0.2646462917327881,0.007807284593582153,0.05263054370880127,22,0.7001180052757263,0
"43,809,728",0.8164401650428772,0.2645362317562103,0.008007436990737915,0.053036391735076904,22,0.8429583609104156,2
Actives por impuestos difaridos,0.123154416680336,0.2733723819255829,0.008641153573989868,0.1441277712583542,23,0.1952183023095131,1
31,0.5621659159660339,0.273424357175827,0.007540851831436157,0.012620151042938232,23,0.568475991487503,3
"10,950,919",0.6737342476844788,0.27405741810798645,0.007094621658325195,0.05251491069793701,23,0.6999917030334473,0
"20,948,319",0.8159199357032776,0.273455947637558,0.00802341103553772,0.053542912006378174,23,0.8426913917064667,2
Propiedades planta y equipo,0.12356778234243393,0.28207269310951233,0.009023692458868027,0.13548773527145386,24,0.19131164997816086,1
15,0.5633713603019714,0.28235456347465515,0.007195889949798584,0.011928260326385498,24,0.5693354904651642,3
"496,823,128",0.6671874523162842,0.28250762820243835,0.00820663571357727,0.059768617153167725,24,0.697071760892868,0
"542,446,765",0.8112316131591797,0.2824699282646179,0.008082926273345947,0.05834728479385376,24,0.8404052555561066,2
Actives por derecho de uso,0.12358570843935013,0.29078125953674316,0.008994223549962044,0.12626458704471588,25,0.18671800196170807,1
15,0.5635183453559875,0.2917053699493408,0.006574273109436035,0.011814117431640625,25,0.5694254040718079,3
"151,856,634",0.6683158874511719,0.29117971658706665,0.008120059967041016,0.058628082275390625,25,0.6976299285888672,0
-,0.8626614212989807,0.2940034866333008,0.002621084451675415,0.007023930549621582,26,0.8661733865737915,2
Inversiones on instrumentos patrimoniales,0.12374116480350494,0.29984432458877563,0.009061545133590698,0.19458644092082977,27,0.22103438526391983,4
"28,078",0.6935846209526062,0.2998356521129608,0.008335500955581665,0.03264331817626953,27,0.709906280040741,0
"28,078",0.8357964754104614,0.2997824251651764,0.008243858814239502,0.03350961208343506,27,0.852551281452179,2
Total activos no corrientes,0.11646387726068497,0.3091753125190735,0.007896201685070992,0.13163498044013977,28,0.18228136748075485,1
"814,755,076",0.667548418045044,0.3091156482696533,0.008034378290176392,0.05888772010803223,28,0.6969922780990601,0
"724,457,989",0.8112390041351318,0.30922695994377136,0.008070617914199829,0.05863839387893677,28,0.8405582010746002,2
Total actives,0.11621156334877014,0.31891748309135437,0.007574677467346191,0.06340937316417694,29,0.1479162499308586,1
$,0.6081169843673706,0.31915682554244995,0.007539123296737671,0.006447911262512207,29,0.6113409399986267,3
"1,249,526,727",0.6586909890174866,0.31868207454681396,0.008550792932510376,0.06795608997344971,29,0.6926690340042114,0
$,0.7505654692649841,0.3189815580844879,0.007450222969055176,0.007329225540161133,29,0.7542300820350647,5
"1,140,737,867",0.8022750020027161,0.3191515803337097,0.007909148931503296,0.06738567352294922,29,0.8359678387641907,2
Patrimonio y Pasivos,0.11690744012594223,0.3382212519645691,0.009211686439812183,0.1045769453048706,30,0.16919591277837753,1
Pasivos,0.11711546033620834,0.34727078676223755,0.0077329277992248535,0.039479516446590424,31,0.13685521855950356,1
Pasives corrientes,0.11742684990167618,0.3562409579753876,0.00752054899930954,0.09217085689306259,32,0.16351227834820747,1
Obligaciones financieras,0.1240643784403801,0.36487287282943726,0.009322193451225758,0.11322993785142899,33,0.1806793473660946,1
16,0.5637035965919495,0.36519840359687805,0.007216453552246094,0.012092411518096924,33,0.5697498023509979,3
$,0.6076815724372864,0.3648664653301239,0.00809258222579956,0.006924092769622803,33,0.6111436188220978,3
"7,928,448",0.6791300773620605,0.3649338185787201,0.00810009241104126,0.04761892557144165,33,0.7029395401477814,0
$,0.7505444288253784,0.3648226261138916,0.007939398288726807,0.007673919200897217,33,0.754381388425827,5
"74,950,084",0.8167887330055237,0.36483627557754517,0.008300065994262695,0.053279221057891846,33,0.8434283435344696,2
Pasivos por Arrendamientos,0.12440825253725052,0.37404561042785645,0.008406490087509155,0.13020959496498108,34,0.18951305001974106,1
17,0.5637031197547913,0.3737674355506897,0.007550537586212158,0.011812269687652588,34,0.5696092545986176,3
"22,334,046",0.6729469299316406,0.37410980463027954,0.008174598217010498,0.05367875099182129,34,0.6997863054275513,0
-,0.8630914092063904,0.37712255120277405,0.002652466297149658,0.007592499256134033,35,0.8668876588344574,2
Cuentas comerciales por pagar y ofras cuentas per pagar,0.12449004501104355,0.3830310106277466,0.008962348103523254,0.2644311487674713,36,0.2567056193947792,4
18,0.5640433430671692,0.38262495398521423,0.007606923580169678,0.011576414108276367,36,0.5698315501213074,3
"369,387,450",0.6689913272857666,0.3826500177383423,0.008534103631973267,0.05853772163391113,36,0.6982601881027222,0
"343,465,674",0.811030924320221,0.3825857937335968,0.008041441440582275,0.058782756328582764,36,0.8404223024845123,2
Cuentas por pagar a entidades relacionadas,0.12469542026519775,0.39206159114837646,0.00865973997861147,0.2033468782901764,37,0.22636885941028595,4
8,0.5658078789710999,0.39173001050949097,0.007324814796447754,0.007385134696960449,37,0.5695004463195801,3
"6,577",0.6991448402404785,0.391541987657547,0.00830426812171936,0.027854859828948975,37,0.713072270154953,0
"2,844",0.8426751494407654,0.3917379379272461,0.007843345403671265,0.02748638391494751,37,0.8564183413982391,2
Ctras provisiones,0.12469470500946045,0.40073224902153015,0.008281201124191284,0.08058827370405197,38,0.16498884186148643,1
19,0.5637425780296326,0.40059834718704224,0.0070972740650177,0.011978983879089355,38,0.5697320699691772,3
"8,873,295",0.6803750991821289,0.40036535263061523,0.007335752248764038,0.04669749736785889,38,0.7037238478660583,0
"7,838,680",0.8232378959655762,0.4004382789134979,0.007595717906951904,0.04708755016326904,38,0.8467816710472107,2
Instrumentios financieros derivados,0.12401174753904343,0.408837229013443,0.007798250298947096,0.16121427714824677,39,0.2046188861131668,1
11,0.5638399124145508,0.4093317985534668,0.007395118474960327,0.011276662349700928,39,0.5694782435894012,3
"616,671",0.6881305575370789,0.40939459204673767,0.007635951042175293,0.03820770978927612,39,0.7072344124317169,0
"535,537",0.8302608728408813,0.40923187136650085,0.007916152477264404,0.03917568922042847,39,0.8498487174510956,2
Ctros pasivos financieros comientes,0.12481092661619186,0.4180297553539276,0.008656293153762817,0.16366130113601685,40,0.2066415771842003,1
20,0.5632936358451843,0.4179653227329254,0.007533848285675049,0.012540340423583984,40,0.5695638060569763,3
