texts,left,top,height,width,row,center_x,column
Estados de situacion financiera separados,0.1256755292415619,0.05198989436030388,0.01731606386601925,0.5007394552230835,0,0.37604525685310364,1
Con corte a 31 de diciembre de 2019 y 2018 / En millones de pesos colombianos,0.12530191242694855,0.0746331587433815,0.011635363101959229,0.5026038885116577,1,0.3766038566827774,1
Nota,0.5874506831169128,0.1293931007385254,0.009168893098831177,0.039125680923461914,2,0.6070135235786438,3
2019,0.744782567024231,0.12901657819747925,0.009661421179771423,0.036580443382263184,2,0.7630727887153625,2
2018,0.8847596049308777,0.12898798286914825,0.009680032730102539,0.03572207689285278,2,0.9026206433773041,0
Activos,0.0960531234741211,0.14684543013572693,0.009107142686843872,0.05887070298194885,3,0.12548847496509552,1
Efectivo y equivalentes de efectivo,0.09675301611423492,0.18698549270629883,0.011821817606687546,0.25198855996131897,4,0.2227472960948944,1
7,0.63136225938797,0.18769899010658264,0.008937016129493713,0.010147929191589355,4,0.6364362239837646,3
194,0.7531074285507202,0.187711700797081,0.008978515863418579,0.028466343879699707,4,0.7673406004905701,2
406,0.8915671706199646,0.18755240738391876,0.009169980883598328,0.029947876930236816,4,0.906541109085083,0
Cuentas comerciales por cobrar y otras cuentas por cobrar,0.09634845703840256,0.20865032076835632,0.011780992150306702,0.4255272150039673,5,0.3091120645403862,1
64,0.7620036602020264,0.2091941386461258,0.008964642882347107,0.019204676151275635,5,0.7716059982776642,2
64,0.9012041091918945,0.20916612446308136,0.009044528007507324,0.020260095596313477,5,0.9113341569900513,0
Cuentas por cobrar a partes relacionadas,0.09651833772659302,0.23009170591831207,0.011697670444846153,0.29882121086120605,6,0.24592894315719604,1
14,0.6228424906730652,0.23083791136741638,0.008658215403556824,0.018539726734161377,6,0.6321123540401459,3
107.774,0.7224858403205872,0.23080995678901672,0.00892321765422821,0.059407174587249756,6,0.752189427614212,2
8.018,0.8785240054130554,0.23071441054344177,0.009196832776069641,0.042664170265197754,6,0.8998560905456543,0
Activos por impuestos,0.09592077136039734,0.25113072991371155,0.011420429684221745,0.16307422518730164,7,0.17745788395404816,1
20,0.6217990517616272,0.2514953315258026,0.009046077728271484,0.02019113302230835,7,0.6318946182727814,3
609,0.7516984343528748,0.2513205409049988,0.009280771017074585,0.02993607521057129,7,0.7666664719581604,2
2.211,0.8779848217964172,0.25130385160446167,0.009542137384414673,0.0417102575302124,7,0.8988399505615234,0
Activos corrientes,0.096017025411129,0.27273356914520264,0.00935119204223156,0.14178670942783356,8,0.16691038012504578,1
108.641,0.7163006663322449,0.2727862596511841,0.00931847095489502,0.06311249732971191,8,0.7478569149971008,2
10.699,0.8655019402503967,0.272762656211853,0.009383976459503174,0.055635035037994385,8,0.8933194577693939,0
Cuentas por cobrar a partes relacionadas,0.09657490998506546,0.3146698474884033,0.0117111187428236,0.2983037829399109,9,0.2457268014550209,1
14,0.6229361295700073,0.31533363461494446,0.008687019348144531,0.018466651439666748,9,0.6321694552898407,3
141.827,0.7198852300643921,0.3152206540107727,0.00912541151046753,0.0614238977432251,9,0.7505971789360046,2
235.031,0.8585003018379211,0.3152419328689575,0.009222149848937988,0.06053435802459717,9,0.8887674808502197,0
Inversiones en subsidiarias,0.09703656286001205,0.3362230062484741,0.009696811437606812,0.19426648318767548,10,0.1941698044538498,1
8,0.6315045952796936,0.3369213044643402,0.008766144514083862,0.01023167371749878,10,0.636620432138443,3
"1,258,110",0.7062004804611206,0.33677491545677185,0.009114384651184082,0.07538270950317383,10,0.7438918352127075,2
1.230.620,0.8462637662887573,0.33667874336242676,0.009377330541610718,0.0752362608909607,10,0.8838818967342377,0
Activos por impuestos diferidos,0.09602633863687515,0.35768914222717285,0.011841755360364914,0.2303236424922943,11,0.2111881598830223,1
20,0.6218963861465454,0.35832250118255615,0.009145736694335938,0.020074665546417236,11,0.631933718919754,3
12.700,0.7300119400024414,0.3582748770713806,0.009147673845291138,0.05222398042678833,11,0.7561239302158356,2
15.163,0.8698660731315613,0.35840800404548645,0.009150266647338867,0.050772905349731445,11,0.895252525806427,0
Activos no corrientes,0.09595559537410736,0.3795602023601532,0.009448712691664696,0.16518451273441315,12,0.17854785174131393,1
1.412.637,0.7010728716850281,0.3796674311161041,0.00939851999282837,0.08008283376693726,12,0.7411142885684967,2
1.480.814,0.8412087559700012,0.3797709047794342,0.009301155805587769,0.07971435785293579,12,0.8810659348964691,0
Total activo,0.09612132608890533,0.4001931846141815,0.009544252417981625,0.09045921266078949,13,0.14135093241930008,1
1.521.278,0.7016914486885071,0.4005579352378845,0.009367406368255615,0.07892131805419922,13,0.7411521077156067,2
"1,491.513",0.841096818447113,0.40053462982177734,0.009436756372451782,0.07967299222946167,13,0.8809333145618439,0
