texts,left,top,height,width,row,center_x,column
Estado de Resultados Consolidados,0.3528810143470764,0.05480619892477989,0.011834066361188889,0.29500260949134827,0,0.5003823190927505,2
Por el ano terminado el 31 de diciembre de:,0.07678009569644928,0.07090668380260468,0.013122417032718658,0.3506913483142853,1,0.2521257698535919,0
2019,0.4932784140110016,0.07251587510108948,0.01109333336353302,0.038546353578567505,1,0.5125515908002853,2
2018,0.6533960103988647,0.0725330039858818,0.011098258197307587,0.03877401351928711,1,0.6727830171585083,1
2017,0.8335204124450684,0.07230939716100693,0.011396065354347229,0.038635969161987305,1,0.852838397026062,3
Ventas Netas,0.07642930001020432,0.10688422620296478,0.01149154081940651,0.11541712284088135,2,0.134137861430645,0
"291,926",0.4891582131385803,0.10729009658098221,0.015345044434070587,0.07464808225631714,2,0.5264822542667389,2
"289,320",0.6897855401039124,0.10730939358472824,0.015323296189308167,0.07406020164489746,2,0.7268156409263611,1
"268,485",0.8487696051597595,0.10740850120782852,0.015157677233219147,0.07426470518112183,2,0.8859019577503204,3
Costo de Ventas,0.07698196172714233,0.1270582526922226,0.011509491130709648,0.1259918212890625,3,0.13997787237167358,0
"138,184",0.4906177818775177,0.12776726484298706,0.01483231782913208,0.07237973809242249,3,0.5268076509237289,2
"135,669",0.6918115019798279,0.12777860462665558,0.014915943145751953,0.07286220788955688,3,0.7282426059246063,1
"124,765",0.8510721921920776,0.12773017585277557,0.014749482274055481,0.07249796390533447,3,0.8873211741447449,3
Utilidad Bruta,0.07762780785560608,0.14830198884010315,0.011922389268875122,0.11096034198999405,4,0.1331079788506031,0
"153,742",0.48983484506607056,0.1490071415901184,0.014970391988754272,0.07394170761108398,4,0.5268056988716125,2
"153,651",0.6903098225593567,0.14890460669994354,0.014920487999916077,0.07281625270843506,4,0.7267179489135742,1
"143,720",0.8490270376205444,0.1491071730852127,0.014871075749397278,0.07467585802078247,4,0.8863649666309357,3
Gasto de Distribucion y Venta,0.07709019631147385,0.186054989695549,0.013989238068461418,0.2249690592288971,5,0.1895747259259224,0
"110,234",0.4905624985694885,0.18679212033748627,0.014747142791748047,0.07298284769058228,5,0.5270539224147797,2
"109,701",0.6908527612686157,0.1867516189813614,0.014762982726097107,0.07150131464004517,5,0.7266034185886383,1
"103,865",0.850575864315033,0.18661099672317505,0.015075907111167908,0.07323914766311646,5,0.8871954381465912,3
Gasto de Administracion,0.07716583460569382,0.2072010040283203,0.011165633797645569,0.18449442088603973,6,0.16941304504871368,0
"16,641",0.5021497011184692,0.2077077329158783,0.01477774977684021,0.060006558895111084,6,0.5321529805660248,2
"19,006",0.703085720539093,0.2077668160200119,0.0148497074842453,0.061092913150787354,6,0.7336321771144867,1
"18,134",0.8610579967498779,0.20784959197044373,0.014558196067810059,0.06237751245498657,6,0.8922467529773712,3
Gastos de Integracion,0.07728540897369385,0.22767820954322815,0.013868463225662708,0.16595673561096191,7,0.1602637767791748,0
