texts,left,top,height,width,row,center_x,column
ESTADO DE SITUACION FINANCIERA CONSOLIDADO,0.06323812901973724,0.045521076768636703,0.019192572683095932,0.6264079213142395,0,0.376442089676857,2
Periodos terminados all 31 de diciembre,0.06222573667764664,0.06726384907960892,0.009649810381233692,0.26847168803215027,1,0.19646158069372177,5
Millones de pesos colombianos,0.3425123393535614,0.06752614676952362,0.011189592070877552,0.21181119978427887,1,0.44841793924570084,2
2019,0.5995772480964661,0.10373158007860184,0.012122862040996552,0.043199241161346436,2,0.6211768686771393,4
2018,0.7437183856964111,0.10378114879131317,0.012110292911529541,0.043700456619262695,2,0.7655686140060425,1
Variacion,0.8359857797622681,0.10294169187545776,0.013181671500205994,0.08046501874923706,2,0.8762182891368866,3
ACTIVO,0.061590857803821564,0.12253762036561966,0.009237252175807953,0.0498894602060318,3,0.08653558790683746,0
Efectivo v equivalentes de efectivo,0.06225419044494629,0.1350523680448532,0.010473138652741909,0.23391300439834595,4,0.17921069264411926,5
$,0.5491554737091064,0.1351548135280609,0.009818747639656067,0.009467720985412598,4,0.5538893342018127,2
353.211,0.6202079057693481,0.1353880912065506,0.009691417217254639,0.05537670850753784,4,0.6478962600231171,4
$,0.6958431005477905,0.1353970766067505,0.010114029049873352,0.009604215621948242,4,0.7006452083587646,4
640.837,0.7598416209220886,0.13546600937843323,0.009540215134620667,0.05646944046020508,4,0.7880763411521912,1
(44.9),0.8867960572242737,0.1353246420621872,0.010704070329666138,0.04091912508010864,4,0.907255619764328,3
Instrumentos financieros derivados,0.06206177920103073,0.14818918704986572,0.009867936372756958,0.23635157942771912,5,0.1802375689148903,5
355,0.6501900553703308,0.148415669798851,0.009410232305526733,0.02660459280014038,5,0.663492351770401,4
1.528,0.7783658504486084,0.14871004223823547,0.009062245488166809,0.03813374042510986,5,0.7974327206611633,1
(76.8),0.8864693641662598,0.1483011245727539,0.010963961482048035,0.0411190390586853,5,0.9070288836956024,3
Otros activos financieros,0.06191510334610939,0.16136839985847473,0.009442451409995556,0.16738080978393555,6,0.14560550823807716,0
-,0.6705156564712524,0.1658836156129837,0.003026127815246582,0.006502211093902588,7,0.6737667620182037,4
3.210,0.7772813439369202,0.16160200536251068,0.009541705250740051,0.039352476596832275,8,0.7969575822353363,1
(100),0.8916602730751038,0.16132895648479462,0.010913506150245667,0.036773741245269775,8,0.9100471436977386,3
Deudores comerciales v otras cuentas por cobrar. neto,0.06266416609287262,0.17452268302440643,0.010195909067988396,0.369756817817688,9,0.2475425750017166,5
1.028.622,0.6088148951530457,0.1748897135257721,0.009611144661903381,0.06793886423110962,9,0.6427843272686005,4
989.716,0.7605036497116089,0.17442771792411804,0.009525090456008911,0.05620551109313965,9,0.7886064052581787,1
3.9,0.905379593372345,0.1743863821029663,0.00971171259880066,0.022554457187652588,9,0.9166568219661713,3
Saldos a favor de impuestos,0.06261267513036728,0.18734048306941986,0.010526672005653381,0.1916927993297577,10,0.15845907479524612,0
