texts,left,top,height,width,row,center_x,column
Estados de resultados integrales separados,0.20006194710731506,0.056453295052051544,0.024485498666763306,0.5680972933769226,0,0.48411059379577637,2
Por los anos terminados a 31 de diciembre de 2018 y 2017,0.18926748633384705,0.08088140934705734,0.018684199079871178,0.5899692177772522,1,0.48425209522247314,2
Informacion en miles de pesos colombianos,0.252583771944046,0.10258159786462784,0.01970246434211731,0.4637315571308136,2,0.4844495505094528,2
Nota,0.5859296321868896,0.1386643499135971,0.012616410851478577,0.04417908191680908,3,0.6080191731452942,2
2018,0.6841027736663818,0.13881075382232666,0.012341082096099854,0.04032242298126221,3,0.7042639851570129,3
2017,0.8080880045890808,0.13896732032299042,0.01238483190536499,0.04041445255279541,3,0.8282952308654785,0
Operaciones continuadas,0.08219321072101593,0.1568363904953003,0.016611970961093903,0.22687704861164093,4,0.1956317350268364,1
Ventas netas y servicios,0.08244490623474121,0.19025039672851562,0.01490599662065506,0.20556685328483582,5,0.18522833287715912,1
24,0.5975473523139954,0.19002333283424377,0.012182891368865967,0.02063363790512085,5,0.6078641712665558,2
2.223.876.030,0.6484549045562744,0.18982002139091492,0.012848809361457825,0.114524245262146,5,0.7057170271873474,3
2.081.659.961,0.7718838453292847,0.18977375328540802,0.012952551245689392,0.11318403482437134,5,0.8284758627414703,0
Otros ingresos continuos,0.08232609182596207,0.20859487354755402,0.016351429745554924,0.21671414375305176,6,0.19068316370248795,1
24,0.5972618460655212,0.20913083851337433,0.012027814984321594,0.021356165409088135,6,0.6079399287700653,2
7.022.336,0.6831747889518738,0.20883816480636597,0.012749776244163513,0.07906192541122437,6,0.722705751657486,3
6.205.065,0.8065225481987,0.20889097452163696,0.012748941779136658,0.07992374897003174,6,0.8464844226837158,0
Costo de ventas y servicios,0.08265755325555801,0.22666247189044952,0.015473170205950737,0.2346520572900772,7,0.19998358190059662,1
25,0.597598671913147,0.22648178040981293,0.012624219059944153,0.020521163940429688,7,0.6078592538833618,2
1.873.158.102,0.650619626045227,0.22692717611789703,0.012506529688835144,0.11205953359603882,7,0.7066493928432465,3
1.745.357.945,0.7722609043121338,0.2268075793981552,0.012813493609428406,0.1136217713356018,7,0.8290717899799347,0
Utilidad bruta,0.08312835544347763,0.24492454528808594,0.013269958086311817,0.12770672142505646,8,0.14698171615600586,1
357.740.264,0.6635162830352783,0.24593134224414825,0.012282326817512512,0.09843850135803223,8,0.7127355337142944,3
342.507.080,0.7872812747955322,0.24586042761802673,0.012803345918655396,0.09865164756774902,8,0.8366070985794067,0
Gastos de administracion,0.0826931968331337,0.26339685916900635,0.013030472211539745,0.220946803689003,9,0.1931665986776352,1
