texts,left,top,height,width,row,center_x,column
Estados de resultados separados,0.10191703587770462,0.04806582257151604,0.019544202834367752,0.369247704744339,0,0.2865408882498741,1
Por los anos terminados el 31 de diciembre de 2019 y 2018 / En millones de pesos colombianos (excepto la utilidad neta por accion),0.10174180567264557,0.07444323599338531,0.013685770332813263,0.7446237206459045,1,0.47405366599559784,2
Nota,0.5494775772094727,0.13936159014701843,0.01079617440700531,0.037436604499816895,2,0.5681958794593811,2
2019,0.6830205917358398,0.13909703493118286,0.011096492409706116,0.03458124399185181,2,0.7003112137317657,3
2018,0.8144532442092896,0.13915638625621796,0.011047139763832092,0.03400391340255737,2,0.8314552009105682,0
Ingresos,0.07401099801063538,0.16005443036556244,0.013715952634811401,0.06353437900543213,3,0.10577818751335144,1
15,0.5687460899353027,0.1606217622756958,0.010686591267585754,0.017947852611541748,3,0.5777200162410736,2
103.871,0.6599469780921936,0.1602254956960678,0.010867565870285034,0.05610191822052002,3,0.6879979372024536,3
113.329,0.7911446690559387,0.16028325259685516,0.010992661118507385,0.05788618326187134,3,0.8200877606868744,0
Otros ingresos,0.0745326429605484,0.20326009392738342,0.013738425448536873,0.09885840117931366,4,0.12396184355020523,1
16,0.5688843131065369,0.2039508819580078,0.01063498854637146,0.01808220148086548,4,0.5779254138469696,2
6,0.7079481482505798,0.2039245218038559,0.010612070560455322,0.009842753410339355,4,0.7128695249557495,3
399,0.8209182620048523,0.2039346843957901,0.010837450623512268,0.028143107891082764,4,0.8349898159503937,0
Gastos de administracion,0.07491391152143478,0.22792278230190277,0.011491422541439533,0.17443300783634186,5,0.1621304154396057,1
17,0.5687282681465149,0.2285161167383194,0.010659560561180115,0.018087029457092285,5,0.577771782875061,2
2.640,0.6775206923484802,0.22844481468200684,0.010916173458099365,0.04037439823150635,5,0.6977078914642334,3
1.805,0.8093855977058411,0.22863025963306427,0.010774865746498108,0.03954964876174927,5,0.8291604220867157,0
Otros gastos,0.07470247894525528,0.2537437677383423,0.013868334703147411,0.08622103184461594,6,0.11781299486756325,1
39,0.6996646523475647,0.25433963537216187,0.010591715574264526,0.01787465810775757,6,0.7086019814014435,3
64,0.8296716809272766,0.25414136052131653,0.010692238807678223,0.019398272037506104,6,0.8393708169460297,0
Otras ganancias (perdidas),0.0746784508228302,0.27884769439697266,0.014109611511230469,0.18234220147132874,7,0.16584955155849457,1
19,0.5689395070075989,0.27983275055885315,0.01081874966621399,0.017662882804870605,7,0.5777709484100342,2
-,0.710972249507904,0.28415095806121826,0.0029692351818084717,0.006659030914306641,8,0.7143017649650574,3
2.523,0.808306097984314,0.2798202633857727,0.010619163513183594,0.04066145420074463,9,0.8286368250846863,0
Resultados de actividades de operacion,0.07479596883058548,0.3046589195728302,0.013861298561096191,0.289743572473526,10,0.21966775506734848,1
101.198,0.6564601063728333,0.3052767515182495,0.0108528733253479,0.06160229444503784,10,0.6872612535953522,3
114.382,0.787446141242981,0.3052792549133301,0.010785847902297974,0.06118994951248169,10,0.8180411159992218,0
Ingresos financieros,0.07506846636533737,0.3407936990261078,0.013977469876408577,0.13652993738651276,11,0.14333343505859375,1
18,0.5690006613731384,0.34137073159217834,0.010578393936157227,0.01756441593170166,11,0.5777828693389893,2
8.926,0.677291989326477,0.3412725329399109,0.010884910821914673,0.04046142101287842,11,0.6975226998329163,3
10.541,0.8003382086753845,0.34137293696403503,0.010654062032699585,0.04689967632293701,11,0.823788046836853,0
